listing_id,date
128496,2014-06-08
128496,2014-06-09
128496,2014-06-10
128496,2014-06-14
128496,2014-06-15
128496,2014-06-26
128496,2014-06-30
128496,2014-07-04
128496,2014-07-13
128496,2014-07-14
128496,2014-07-22
128496,2014-08-04
128496,2014-08-18
128496,2014-08-20
128496,2014-08-24
128496,2014-08-31
128496,2014-09-06
128496,2014-09-08
128496,2014-09-12
128496,2014-09-20
128496,2014-09-30
128496,2014-10-04
128496,2014-10-11
128496,2014-10-25
128496,2014-10-30
128496,2014-11-03
128496,2014-11-08
128496,2014-11-10
128496,2014-11-15
128496,2014-11-20
128496,2014-11-30
128496,2014-12-07
128496,2014-12-09
128496,2014-12-16
128496,2014-12-21
128496,2014-12-26
128496,2014-12-30
128496,2015-03-12
128496,2015-03-19
128496,2015-03-23
128496,2015-03-30
128496,2015-04-03
128496,2015-04-16
128496,2015-04-18
128496,2015-04-30
128496,2015-05-03
128496,2015-05-07
128496,2015-05-14
128496,2015-05-19
128496,2015-05-22
128496,2015-05-25
128496,2015-05-30
128496,2015-06-08
128496,2015-06-17
128496,2015-06-21
128496,2015-06-27
128496,2015-07-06
128496,2015-07-11
128496,2015-07-14
128496,2015-07-19
128496,2015-07-27
128496,2015-07-30
128496,2015-08-03
128496,2015-08-28
128496,2015-09-01
128496,2015-09-05
128496,2015-09-10
128496,2015-09-13
128496,2015-09-19
128496,2015-09-27
128496,2015-10-01
128496,2015-10-09
128496,2015-10-16
128496,2015-10-19
128496,2015-10-24
128496,2015-11-03
128496,2015-11-12
128496,2015-12-06
128496,2015-12-11
128496,2015-12-21
128496,2015-12-23
128496,2015-12-30
128496,2016-01-06
128496,2016-01-12
128496,2016-03-24
128496,2016-03-27
128496,2016-04-20
128496,2016-04-27
128496,2016-05-21
128496,2016-05-29
128496,2016-06-07
128496,2016-06-14
128496,2016-06-16
128496,2016-06-25
128496,2016-06-30
128496,2016-07-17
128496,2016-07-22
128496,2016-07-26
128496,2016-08-02
128496,2016-08-04
128496,2016-08-19
128496,2016-08-28
128496,2016-09-09
128496,2016-09-15
128496,2016-09-19
128496,2016-09-25
128496,2016-10-03
128496,2016-10-04
128496,2016-10-23
128496,2016-11-01
128496,2016-11-08
128496,2017-01-03
128496,2017-04-02
128496,2017-06-28
128496,2017-07-04
128496,2017-07-18
128496,2017-07-24
128496,2018-03-24
128496,2018-04-24
128496,2018-05-09
128496,2018-05-14
128496,2018-06-01
128496,2018-07-18
128496,2018-07-29
128496,2018-08-17
128496,2018-08-30
128496,2018-09-10
128496,2018-10-03
128496,2018-10-22
128496,2019-02-05
128496,2019-04-20
128496,2019-04-23
128496,2019-04-27
128496,2019-05-02
128496,2019-05-15
128496,2019-05-22
128496,2019-06-01
128496,2019-06-07
128496,2019-06-14
128496,2019-06-26
128496,2019-06-29
128496,2019-07-02
128496,2019-07-08
128496,2019-07-18
128496,2019-08-04
128496,2019-08-09
128496,2019-08-15
128496,2019-08-19
128496,2019-08-27
128496,2019-09-09
128496,2019-09-23
128496,2019-11-03
128496,2019-11-10
128496,2019-11-18
128496,2019-11-26
128496,2019-12-02
128496,2019-12-09
128496,2019-12-21
128496,2019-12-30
128496,2020-01-16
128496,2020-01-19
161902,2011-08-31
161902,2011-10-06
161902,2011-11-01
161902,2011-11-21
161902,2012-03-10
161902,2012-03-30
161902,2012-06-01
161902,2012-06-23
161902,2012-08-01
161902,2012-08-22
161902,2012-10-10
161902,2012-11-13
161902,2012-11-19
161902,2013-03-22
161902,2013-03-28
161902,2013-04-18
161902,2013-05-05
161902,2013-06-10
161902,2013-08-01
161902,2013-08-22
161902,2013-10-01
161902,2013-11-05
161902,2014-01-30
161902,2015-06-16
161902,2015-07-16
161902,2016-12-03
162144,2011-10-12
162144,2012-03-20
162144,2012-06-17
162144,2012-06-22
162144,2012-06-28
162144,2012-07-11
162144,2012-07-20
162144,2012-08-11
162144,2012-11-18
162144,2013-03-06
162144,2013-08-29
162144,2013-11-08
162144,2013-11-16
162144,2014-01-03
162144,2014-01-13
162144,2014-02-09
162144,2014-07-25
162144,2014-07-30
162144,2014-08-12
162144,2014-09-09
162144,2014-10-07
162144,2014-11-13
162144,2014-12-09
162144,2014-12-22
162144,2015-07-08
162144,2015-07-21
162144,2015-07-26
162144,2016-02-29
162144,2016-05-01
162144,2016-07-02
162144,2016-07-17
162144,2016-12-12
162144,2016-12-31
162144,2017-08-20
162144,2018-02-22
162144,2018-07-24
162144,2018-08-01
162144,2019-10-02
162144,2020-02-23
279078,2012-02-11
279078,2012-04-14
279078,2012-05-10
279078,2012-05-14
279078,2012-07-12
279078,2012-10-16
279078,2013-06-23
279078,2013-10-19
279078,2013-11-28
279078,2014-01-04
279078,2014-07-11
279078,2014-08-24
279078,2014-09-05
279078,2014-09-12
279078,2014-10-14
279078,2014-10-28
279078,2014-12-01
279078,2015-03-06
279078,2015-11-11
279078,2017-08-19
279078,2018-07-21
279078,2018-08-26
279078,2018-08-30
279078,2018-09-05
279078,2018-09-08
279078,2018-09-23
279078,2018-10-02
279078,2018-10-06
279078,2018-11-02
279078,2019-06-13
287026,2011-12-23
287026,2012-06-03
287026,2012-09-14
317195,2013-09-04
317195,2014-08-25
317195,2014-09-06
322292,2012-05-13
322292,2012-08-03
322292,2012-08-06
322292,2013-06-11
322292,2013-10-02
322292,2014-04-14
322292,2014-09-21
322292,2014-10-25
322292,2014-11-16
322292,2015-05-07
322292,2015-05-31
322292,2019-09-30
322292,2019-10-02
445306,2012-05-29
445306,2012-06-10
445306,2012-08-24
445306,2012-10-20
445306,2012-10-29
445306,2012-11-11
445306,2012-11-16
445306,2013-01-11
445306,2013-01-18
445306,2013-02-16
445306,2013-03-16
445306,2013-03-24
445306,2013-03-26
445306,2013-04-02
445306,2013-04-07
445306,2013-04-13
445306,2013-04-21
445306,2013-04-28
445306,2013-05-21
445306,2013-05-24
445306,2013-05-30
445306,2013-06-11
445306,2013-06-16
445306,2013-07-09
445306,2013-07-28
445306,2013-08-02
445306,2013-08-08
445306,2013-09-14
445306,2013-10-29
445306,2013-12-19
445306,2014-01-02
445306,2014-01-29
445306,2014-02-12
445306,2014-04-03
445306,2014-04-21
445306,2014-04-23
445306,2014-04-29
445306,2014-05-08
445306,2014-06-03
445306,2014-06-06
445306,2014-06-22
445306,2014-07-19
445306,2014-08-29
445306,2014-09-10
445306,2014-09-15
445306,2014-09-19
445306,2014-09-23
445306,2014-10-06
445306,2014-10-24
445306,2014-11-01
445306,2014-11-13
445306,2014-11-28
445306,2014-11-30
445306,2014-12-25
445306,2014-12-30
445306,2015-02-09
445306,2015-03-31
445306,2015-04-06
445306,2015-04-10
445306,2015-04-14
445306,2015-04-30
445306,2015-05-09
445306,2015-05-12
445306,2015-05-19
445306,2015-05-23
445306,2015-06-29
445306,2015-08-03
445306,2015-08-11
445306,2015-08-16
445306,2015-08-31
445306,2015-09-11
445306,2015-09-21
445306,2015-09-24
445306,2015-11-13
445306,2015-11-16
445306,2015-11-28
445306,2015-12-06
445306,2015-12-20
445306,2015-12-25
445306,2015-12-26
445306,2016-03-05
445306,2016-03-27
445306,2016-03-31
445306,2016-05-11
445306,2016-05-21
445306,2016-05-25
445306,2016-06-14
445306,2016-06-16
445306,2016-08-05
445306,2016-08-18
445306,2016-11-03
445306,2016-12-28
445306,2017-01-21
445306,2017-01-28
445306,2017-02-01
445306,2017-02-03
445306,2017-03-06
445306,2017-03-15
445306,2017-03-30
445306,2017-04-15
445306,2017-04-26
445306,2017-04-29
445306,2017-05-01
445306,2017-05-10
445306,2017-05-19
445306,2017-05-29
445306,2017-06-01
445306,2017-06-11
445306,2017-06-18
445306,2017-07-10
445306,2017-07-23
445306,2017-07-31
445306,2017-08-07
445306,2017-08-16
445306,2017-08-22
445306,2017-08-29
445306,2017-09-03
445306,2017-09-09
445306,2017-09-21
445306,2017-09-25
445306,2017-10-08
445306,2017-11-04
445306,2017-11-08
445306,2017-12-08
445306,2017-12-19
445306,2018-01-05
445306,2018-02-19
445306,2018-02-24
445306,2018-02-27
445306,2018-03-11
445306,2018-03-12
445306,2018-04-16
445306,2018-05-12
445306,2018-05-18
445306,2018-05-27
445306,2018-06-18
445306,2018-06-30
445306,2018-07-27
445306,2018-09-01
445306,2018-09-05
445306,2018-09-23
445306,2018-09-30
445306,2018-11-05
445306,2018-11-08
445306,2018-12-10
445306,2018-12-19
445306,2019-01-14
445306,2019-01-24
445306,2019-01-29
445306,2019-02-10
445306,2019-02-13
445306,2019-02-20
445306,2019-02-26
445306,2019-03-24
445306,2019-03-28
445306,2019-04-18
445306,2019-04-23
445306,2019-05-09
445306,2019-07-03
445306,2019-07-14
445306,2019-07-19
445306,2019-07-31
445306,2019-11-06
445306,2019-11-17
445306,2019-11-22
445306,2019-12-27
445306,2020-10-09
458561,2012-08-13
458561,2012-09-25
458561,2013-03-31
458561,2013-05-26
458561,2013-11-12
491280,2013-10-13
491280,2014-06-29
491280,2016-11-25
491280,2016-12-10
537674,2013-04-25
537674,2013-10-01
537674,2013-10-15
537674,2014-03-08
537674,2015-09-29
537674,2016-02-12
537674,2016-05-22
537674,2016-09-12
537674,2018-02-17
537674,2018-02-20
537674,2019-02-12
554123,2012-08-05
554123,2012-08-26
554123,2012-10-29
554123,2013-03-26
554123,2014-09-15
554123,2014-10-29
554123,2014-12-16
554123,2015-08-18
627240,2012-09-07
685820,2015-09-21
685820,2016-02-29
685820,2016-05-05
685820,2016-06-13
685820,2016-08-01
685820,2016-10-08
685820,2017-01-01
818559,2014-04-25
818559,2014-08-31
818559,2014-10-04
818559,2014-10-08
818559,2015-01-25
818559,2015-03-09
818559,2015-04-30
818559,2015-07-13
818559,2015-07-16
818559,2015-07-23
818559,2015-07-24
818559,2015-08-22
818559,2015-09-05
818559,2015-09-21
818559,2015-09-24
818559,2015-10-05
818559,2015-10-16
818559,2015-11-15
818559,2015-12-17
818559,2016-01-03
818559,2016-01-15
818559,2016-07-11
818559,2016-08-07
818559,2016-08-19
818559,2016-09-13
818559,2016-09-21
818559,2017-06-19
818559,2019-01-02
818559,2019-05-21
818559,2019-10-05
818560,2014-02-03
818560,2014-11-16
818560,2015-02-02
818560,2015-02-25
818560,2015-04-04
818560,2015-07-04
818560,2015-08-02
818560,2015-08-18
818560,2015-08-21
818560,2015-12-18
818560,2016-01-03
824570,2015-03-17
824570,2015-09-23
829407,2013-02-10
829407,2013-03-15
829407,2013-03-30
829407,2013-04-11
829407,2013-05-01
829407,2013-05-17
829407,2013-06-07
829407,2013-06-19
829407,2013-06-27
829407,2013-07-02
829407,2013-08-04
829407,2013-08-08
829407,2013-08-23
829407,2013-08-29
829407,2013-09-05
829407,2013-09-21
829407,2013-10-07
829407,2013-10-25
829407,2013-10-31
829407,2013-11-14
829407,2013-11-21
829407,2013-11-29
829407,2013-12-15
829407,2014-01-12
829407,2014-01-18
829407,2014-02-04
829407,2014-02-10
829407,2014-02-25
829407,2014-03-21
829407,2014-03-26
829407,2014-04-08
829407,2014-04-15
829407,2014-04-19
829407,2014-04-28
829407,2014-05-15
829407,2014-05-31
829407,2014-06-12
829407,2014-06-16
829407,2014-06-21
829407,2014-07-05
829407,2014-07-10
829407,2014-07-20
829407,2014-07-29
829407,2014-08-04
829407,2014-08-21
829407,2014-09-12
829407,2014-09-19
829407,2014-09-26
829407,2014-10-02
829407,2014-10-16
829407,2014-10-20
829407,2014-11-06
829407,2014-11-11
829407,2014-11-19
829407,2014-12-14
829407,2015-03-04
829407,2015-03-26
829407,2015-04-05
829407,2015-04-14
829407,2015-04-29
829407,2015-05-05
829407,2015-05-16
829407,2015-06-01
829407,2015-06-07
829407,2015-07-01
829407,2015-07-05
829407,2015-07-19
829407,2015-07-25
829407,2015-08-02
829407,2015-08-13
829407,2015-08-24
829407,2015-08-30
829407,2015-09-13
829407,2015-09-21
829407,2015-09-28
829407,2015-10-03
829407,2015-10-09
829407,2015-11-09
829407,2015-12-01
829407,2015-12-05
829407,2016-01-10
829407,2016-01-26
829407,2016-02-13
829407,2016-03-24
829407,2016-03-31
829407,2016-05-15
829407,2016-05-31
829407,2016-06-25
829407,2016-07-12
829407,2016-07-17
829407,2016-07-30
829407,2016-08-22
829407,2016-08-28
829407,2016-09-02
829407,2016-09-18
829407,2016-10-09
829407,2016-11-02
829407,2016-12-24
829407,2016-12-31
829407,2017-01-19
829407,2017-01-31
829407,2017-02-28
829407,2017-03-28
829407,2017-05-03
829407,2017-08-08
829407,2017-08-27
829407,2017-10-06
829407,2018-01-15
829407,2018-04-18
829407,2018-07-23
829407,2018-08-11
829407,2018-08-13
829407,2018-09-02
829407,2018-10-24
829407,2018-12-03
829407,2019-01-04
829407,2019-04-07
829407,2019-04-25
829407,2019-04-30
829407,2019-05-04
829407,2019-05-11
829407,2019-05-20
829407,2019-05-30
829407,2019-06-25
829407,2019-07-06
829407,2019-08-01
829407,2019-08-08
829407,2019-09-05
829407,2019-09-28
829407,2019-10-08
829407,2019-10-24
829407,2019-11-10
829407,2020-10-06
829407,2020-10-10
829407,2020-10-24
851984,2013-01-21
851984,2013-02-08
851984,2013-03-14
851984,2013-03-26
851984,2013-04-10
851984,2013-04-22
851984,2013-05-20
851984,2013-06-11
851984,2013-06-26
851984,2013-07-09
851984,2013-07-14
851984,2013-07-27
851984,2013-07-31
851984,2013-08-27
851984,2013-09-02
851984,2013-09-05
851984,2013-09-19
851984,2013-09-26
851984,2013-10-03
851984,2013-10-19
851984,2013-10-24
851984,2013-11-03
851984,2013-11-08
851984,2013-11-22
851984,2013-12-12
851984,2013-12-20
851984,2014-01-07
851984,2014-01-15
851984,2014-01-28
851984,2014-02-08
851984,2014-02-14
851984,2014-04-18
851984,2014-04-28
851984,2014-05-03
851984,2014-05-23
851984,2014-06-06
851984,2014-06-24
851984,2014-07-07
851984,2014-07-20
851984,2014-08-02
851984,2014-08-16
851984,2014-08-23
851984,2014-09-01
851984,2014-09-27
851984,2014-10-09
851984,2014-10-16
851984,2014-11-27
851984,2014-12-13
851984,2014-12-20
851984,2014-12-27
851984,2015-02-04
851984,2015-03-10
851984,2015-04-01
851984,2015-04-08
851984,2015-04-12
851984,2015-04-17
851984,2015-05-21
851984,2015-05-29
851984,2015-06-07
851984,2015-06-20
851984,2015-08-01
851984,2015-08-20
851984,2015-08-29
851984,2015-09-04
851984,2015-09-13
851984,2015-09-30
851984,2015-10-04
851984,2015-10-20
851984,2015-10-26
851984,2015-12-01
851984,2015-12-11
851984,2015-12-21
851984,2016-01-05
851984,2016-02-01
851984,2016-03-19
851984,2016-04-29
851984,2016-06-05
851984,2016-06-23
851984,2016-06-27
851984,2016-07-01
851984,2016-07-09
851984,2016-07-14
851984,2016-07-16
851984,2016-07-20
851984,2016-08-08
851984,2016-08-18
851984,2016-08-25
851984,2016-09-03
851984,2016-09-12
851984,2016-09-26
851984,2016-10-10
851984,2016-10-28
851984,2016-11-26
851984,2016-12-05
851984,2017-04-17
851984,2017-04-30
851984,2017-05-08
851984,2017-06-02
851984,2017-08-15
851984,2017-08-25
851984,2017-09-03
851984,2017-10-05
851984,2017-12-21
851984,2018-01-20
851984,2018-04-03
851984,2018-06-24
851984,2018-08-06
851984,2018-09-11
851984,2018-12-19
851984,2019-02-19
851984,2019-05-05
851984,2019-07-14
851984,2019-07-28
851984,2019-08-06
851984,2019-08-20
851984,2019-08-25
851984,2019-09-08
851984,2019-09-21
851984,2019-10-31
851984,2020-10-07
851984,2020-10-12
851984,2020-10-17
851984,2020-10-21
855090,2013-02-02
855090,2013-02-07
855090,2013-03-09
855090,2013-03-21
855090,2013-03-29
855090,2013-04-14
855090,2013-04-22
855090,2013-05-08
855090,2013-05-18
855090,2013-05-23
855090,2013-06-02
855090,2013-06-09
855090,2013-06-18
855090,2013-06-22
855090,2013-07-14
855090,2013-07-24
855090,2013-07-29
855090,2013-08-06
855090,2013-08-13
855090,2013-08-30
855090,2013-09-04
855090,2013-09-13
855090,2013-09-18
855090,2013-09-25
855090,2013-09-29
855090,2013-10-06
855090,2013-10-10
855090,2013-10-22
855090,2013-10-26
855090,2013-11-06
855090,2013-11-10
855090,2013-11-17
855090,2013-11-25
855090,2013-12-11
855090,2013-12-15
855090,2013-12-21
855090,2013-12-28
855090,2014-01-17
855090,2014-01-31
855090,2014-02-09
855090,2014-02-25
855090,2014-03-12
855090,2014-03-19
855090,2014-03-24
855090,2014-04-01
855090,2014-04-10
855090,2014-04-18
855090,2014-04-23
855090,2014-04-28
855090,2014-05-13
855090,2014-05-21
855090,2014-05-26
855090,2014-05-31
855090,2014-06-05
855090,2014-06-11
855090,2014-06-20
855090,2014-06-27
855090,2014-07-07
855090,2014-07-19
855090,2014-07-26
855090,2014-08-03
855090,2014-08-07
855090,2014-08-17
855090,2014-08-25
855090,2014-10-16
855090,2014-11-08
855090,2014-11-12
855090,2014-11-21
855090,2014-12-10
855090,2014-12-17
855090,2014-12-21
855090,2015-01-11
855090,2015-01-22
855090,2015-02-06
855090,2015-02-11
855090,2015-02-21
855090,2015-02-28
855090,2015-03-23
855090,2015-04-02
855090,2015-04-14
855090,2015-04-24
855090,2015-04-29
855090,2015-05-09
855090,2015-05-19
855090,2015-05-27
855090,2015-06-21
855090,2015-06-30
855090,2015-07-07
855090,2015-07-13
855090,2015-07-21
855090,2015-08-03
855090,2015-08-10
855090,2015-08-15
855090,2015-08-21
855090,2015-09-02
855090,2015-10-02
855090,2015-10-08
855090,2015-10-13
855090,2015-10-18
855090,2015-10-24
855090,2015-10-28
855090,2015-11-08
855090,2015-11-21
855090,2015-11-28
855090,2015-12-05
855090,2015-12-12
855090,2015-12-21
855090,2015-12-28
855090,2016-01-07
855090,2016-01-14
855090,2016-01-31
855090,2016-02-11
855090,2016-02-29
855090,2016-03-11
855090,2016-03-22
855090,2016-04-08
855090,2016-04-13
855090,2016-05-11
855090,2016-05-19
855090,2016-06-06
855090,2016-06-20
855090,2016-06-27
855090,2016-07-25
855090,2016-08-05
855090,2016-08-23
855090,2016-08-30
855090,2016-09-18
855090,2016-09-25
855090,2016-10-03
855090,2016-10-10
855090,2016-10-25
855090,2016-11-01
855090,2016-11-09
855090,2016-11-27
855090,2016-12-05
855090,2017-01-06
855090,2017-01-12
855090,2017-02-10
855090,2017-02-24
855090,2017-03-13
855090,2017-03-17
855090,2017-03-24
855090,2017-04-14
855090,2017-05-31
855090,2017-06-04
855090,2017-06-26
855090,2017-06-30
855090,2017-07-27
855090,2017-08-13
855090,2017-08-19
855090,2017-08-25
855090,2017-08-30
855090,2017-09-07
855090,2017-09-11
855090,2017-09-29
855090,2017-10-07
855090,2017-10-26
855090,2017-11-24
855090,2018-04-03
855090,2018-04-07
855090,2018-04-29
855090,2018-05-07
855090,2018-05-11
855090,2018-05-26
855090,2018-05-29
855090,2018-06-12
855090,2018-06-25
855090,2018-07-17
855090,2018-07-26
855090,2018-08-05
855090,2018-08-10
855090,2018-08-18
855090,2018-08-23
855090,2018-09-06
855090,2018-09-12
855090,2018-09-18
855090,2018-10-29
855090,2018-11-05
855090,2018-11-14
855090,2018-11-26
855090,2018-12-03
855090,2019-01-06
855090,2019-01-26
855090,2019-03-16
855090,2019-04-07
855090,2019-04-10
855090,2019-04-23
855090,2019-05-05
855090,2019-05-16
855090,2019-05-19
855090,2019-05-26
855090,2019-06-02
855090,2019-06-12
855090,2019-07-06
855090,2019-07-12
855090,2019-07-30
855090,2019-08-11
855090,2019-08-23
855090,2019-09-08
855090,2019-09-29
855090,2019-10-18
855090,2019-11-13
855090,2019-12-03
855090,2020-10-02
855090,2020-10-13
906434,2013-07-27
906434,2013-11-10
906434,2013-12-22
906434,2014-05-09
906434,2014-06-15
906434,2014-06-24
906434,2014-07-23
906434,2014-08-11
906434,2015-08-08
906434,2015-08-31
906434,2016-05-29
906434,2016-08-13
906434,2019-09-01
906434,2019-10-04
1001527,2013-04-23
1001527,2014-01-15
1001527,2014-08-15
1001527,2014-11-28
1001527,2014-12-28
1001527,2015-04-12
1001527,2015-05-13
1001527,2015-06-01
1001527,2015-07-13
1001527,2015-09-07
1001527,2015-09-18
1001527,2016-06-13
1001527,2018-12-10
1001527,2019-01-21
1001527,2019-06-30
1198579,2018-01-18
1285333,2013-07-09
1285333,2013-08-11
1285333,2014-04-08
1285333,2014-05-03
1285333,2014-05-13
1285333,2014-07-15
1285333,2014-07-25
1285333,2014-10-15
1285333,2014-10-24
1285333,2015-02-01
1285333,2015-05-07
1285333,2015-06-22
1285333,2015-06-26
1285333,2015-07-06
1285333,2015-09-26
1285333,2016-06-15
1285333,2016-09-26
1285333,2016-12-17
1285333,2017-01-15
1285333,2017-03-12
1285333,2017-03-17
1285333,2017-04-30
1285333,2018-05-20
1302948,2016-03-30
1302948,2016-08-05
1383368,2016-10-05
1484562,2016-02-26
1484562,2016-05-18
1484562,2016-06-05
1484562,2016-06-14
1484562,2016-07-04
1484562,2016-07-15
1484562,2016-07-17
1484562,2016-07-22
1484562,2016-07-23
1484562,2016-07-28
1484562,2016-08-14
1484562,2016-09-04
1484562,2017-01-24
1484562,2017-02-08
1484562,2017-07-29
1484562,2017-08-05
1484562,2017-08-25
1484562,2017-08-31
1484562,2019-02-22
1484562,2019-04-08
1484562,2019-07-03
1484562,2019-07-15
1484562,2019-08-17
1484562,2020-08-20
1484562,2020-10-17
1491640,2014-08-29
1491640,2017-05-22
1543047,2013-09-26
1543047,2013-10-05
1543047,2013-10-18
1543047,2013-11-06
1543047,2013-11-12
1543047,2013-11-19
1543047,2013-12-06
1543047,2014-01-03
1543047,2014-01-08
1543047,2014-02-15
1543047,2014-03-29
1543047,2014-05-01
1543047,2014-05-27
1543047,2014-06-04
1543047,2014-06-22
1543047,2014-07-11
1543047,2014-09-04
1543047,2014-10-03
1543047,2014-10-24
1543047,2014-11-14
1543047,2014-12-08
1543047,2014-12-17
1543047,2015-01-02
1543047,2015-02-22
1543047,2015-04-21
1543047,2015-05-25
1543047,2015-06-13
1543047,2015-07-10
1543047,2015-08-03
1543047,2015-08-20
1543047,2015-09-06
1543047,2015-09-11
1543047,2015-09-16
1543047,2015-11-03
1543047,2015-12-12
1543047,2016-01-14
1543047,2016-03-17
1543047,2016-04-21
1543047,2016-06-08
1543047,2016-06-12
1543047,2016-06-26
1543047,2016-07-03
1543047,2016-07-19
1543047,2016-08-12
1543047,2016-08-17
1543047,2016-08-26
1543047,2016-08-31
1543047,2016-09-22
1543047,2016-12-05
1543047,2017-06-17
1543047,2017-07-06
1543047,2017-09-18
1543047,2017-10-05
1543047,2018-04-03
1543047,2018-04-28
1543047,2018-05-01
1543047,2018-08-11
1543047,2019-01-04
1543047,2019-02-03
1543047,2019-09-29
1543047,2019-11-24
1543047,2020-01-30
1643534,2013-10-08
1643534,2014-03-09
1643534,2014-07-07
1643534,2014-07-20
1643534,2014-07-29
1643534,2014-09-13
1643534,2014-10-06
1643534,2014-10-14
1643534,2014-10-31
1643534,2014-11-09
1643534,2014-11-17
1643534,2014-12-22
1643534,2014-12-27
1643534,2015-01-11
1643534,2015-01-18
1643534,2015-01-23
1643534,2015-02-20
1643534,2015-04-24
1643534,2015-05-06
1643534,2015-06-07
1643534,2015-06-21
1643534,2015-06-28
1643534,2015-06-29
1643534,2015-10-31
1643534,2016-01-23
1643534,2016-03-18
1643534,2016-03-30
1643534,2016-05-09
1643534,2016-09-30
1643534,2016-10-05
1643534,2016-11-03
1643534,2016-12-18
1643534,2016-12-31
1643534,2017-02-07
1643534,2017-03-08
1643534,2017-08-06
1643534,2017-08-19
1643534,2017-08-22
1643534,2017-10-08
1643534,2018-04-07
1643534,2018-04-15
1643534,2018-04-29
1643534,2018-05-03
1643534,2018-05-14
1643534,2018-06-07
1643534,2018-06-25
1643534,2018-08-16
1643534,2018-08-29
1643534,2018-09-30
1643534,2018-10-05
1643534,2018-10-21
1643534,2018-10-29
